dup_item,kda,game_participation,gold_spent_ratio,death_ratio
0,0.0,0.3415559772296015,0.09606522509748316,0.0
0,0.10526315789473684,0.45512010113780027,0.08382959230416853,1.5
4,0.0,0.43956043956043955,0.20708955223880599,0.8333333333333334
0,0.14285714285714285,0.4901960784313726,0.24784217016029597,0.6
0,0.2,0.49535603715170284,0.07612303606992699,0.5
0,0.0,0.43298969072164945,0.23857868020304573,0.5714285714285714
0,0.3,0.5504587155963302,0.03622465935526753,0.8181818181818182
1,0.0,0.5702217529039071,0.1412742382271468,1.0
0,0.0,0.10935601458080195,0.8722208024533606,0.6666666666666666
0,0.0,0.25157232704402516,0.8198198198198199,0.0
36,0.35714285714285715,0.38359083644112946,0.17297506782069494,1.0833333333333333
25,1.0,0.285442435775452,0.16413373860182368,0.4
0,0.0,0.35545023696682465,0.6442687747035574,0.2
36,0.3333333333333333,0.528169014084507,0.5332286760858189,0.5
0,0.25,0.3529411764705882,0.17894228447234972,1.375
0,0.0,0.43258832011535686,0.4144437215354587,0.4
0,0.0,0.44776119402985076,0.5634401569653369,1.0
0,0.0,0.24096385542168672,0.6978314966228226,1.25
36,0.3333333333333333,0.3850267379679144,0.05128205128205132,0.8333333333333334
36,0.2,0.48128342245989303,0.0794408455506308,0.6666666666666666
36,0.4444444444444444,0.40170419963481435,0.010823278921220703,0.7272727272727273
1,0.14285714285714285,0.44576523031203563,0.038461538461538436,0.6
9,0.4,0.39215686274509803,0.37029955385595925,0.4444444444444444
0,0.14285714285714285,0.4540540540540541,0.21167883211678828,0.8571428571428571
0,0.06666666666666667,0.4219409282700422,0.13615198360961078,1.4
0,0.3125,0.3364485981308411,0.48361023798832514,1.6666666666666667
0,0.3333333333333333,0.3557951482479784,0.14987405541561716,1.5454545454545454
0,0.7142857142857143,0.47756874095513746,0.034755134281200695,0.5454545454545454
0,0.0,0.13832853025936598,0.8860268976521541,0.0
0,0.42857142857142855,0.3963666391412056,0.1739008681041725,0.75
0,0.0,0.057747834456207896,1.0,0.0
0,0.2222222222222222,0.49504950495049505,0.000945179584120881,0.8
0,0.0,0.05199306759098787,1.0,0.0
1,0.0,0.518918918918919,0.020660048296216815,0.375
0,0.375,0.41630529054640075,0.25742574257425743,0.875
16,0.0,0.38034865293185416,0.695736434108527,0.875
0,0.0,0.6389776357827476,0.04081632653061229,0.3
0,0.0,0.034071550255536626,0.8721881390593047,1.0
0,0.0,0.45762711864406774,0.12348543439030679,0.8888888888888888
1,0.11764705882352941,0.4192872117400419,0.053763440860215006,1.6
0,0.0,0.6289308176100629,0.17780606832166346,0.0
36,0.2727272727272727,0.39344262295081966,0.16985376827896514,2.1
