dup_item,kda,game_participation,gold_spent_ratio,death_ratio
0,1.6,0.4472049689440994,0.03074866310160429,0.75
1,0.4,0.5469845722300141,0.07132823474324956,0.3076923076923077
1,2.5,0.6543075245365322,0.1617357001972387,0.1
0,1.25,0.4663212435233161,0.06289421517390525,0.4666666666666667
0,1.5555555555555556,0.4369747899159664,0.04450261780104714,0.6153846153846154
0,2.1666666666666665,0.5957446808510638,0.15856590362705136,0.35714285714285715
1,1.5,0.6038426349496798,0.043521594684385434,0.2727272727272727
0,2.5,0.45028142589118203,0.0694596711041503,0.1875
0,1.6666666666666667,0.6444683136412459,0.020241171403962088,0.2
0,1.7,0.4697986577181208,0.03711620676253402,0.6428571428571429
0,1.6,0.45743329097839897,0.11841249186727387,0.3333333333333333
0,1.1666666666666667,0.45311516677155445,0.034589152322182515,0.4166666666666667
1,3.0,0.587515299877601,0.03291191425037787,0.3125
0,1.5,0.41802136553646074,0.02624716076385969,0.3333333333333333
0,5.0,0.5233941316415543,0.21255316703069316,0.09090909090909091
0,0.0,0.31088082901554404,1.0,0.0
0,2.0,0.39087947882736157,0.1504090623033354,0.5
0,1.1,0.4097894137734775,0.0671659255792183,0.75
0,0.375,0.5066854327938072,0.1261651131824234,0.5833333333333334
0,1.5,0.40124832813196615,0.1731075244373721,0.4666666666666667
0,0.0,0.8530805687203792,0.3065187239944521,0.0
0,1.1111111111111112,0.5042016806722689,0.040833104960263045,0.6153846153846154
0,0.125,0.49627791563275436,0.013513513513513487,0.7
0,3.5,0.6436781609195402,0.015795489971942134,0.07142857142857142
1,4.25,0.5254515599343186,0.015235971757710853,0.1875
0,3.0,0.4015056461731493,0.005376344086021501,0.5
1,0.4,0.4448838358872961,0.0864255519023015,0.6
1,1.8,0.4771371769383698,0.05681191395477114,0.3333333333333333
0,0.6842105263157895,0.3842869342442357,0.0734093152651889,1.2
1,0.3333333333333333,0.4714285714285715,0.051966292134831504,0.7272727272727273
1,1.75,0.4626334519572953,0.01415144154609782,0.5384615384615384
1,2.7777777777777777,0.4830917874396135,0.00047976971053897977,0.5333333333333333
1,1.0833333333333333,0.46511627906976744,0.03169014084507038,0.7333333333333333
0,3.3333333333333335,0.6091370558375635,0.21299966028762318,0.16666666666666666
1,0.2857142857142857,0.5696202531645569,0.13090711569799018,0.6666666666666666
1,1.3,0.482573726541555,0.01967213114754096,0.5
0,0.3333333333333333,0.494641384995878,0.03296703296703296,0.8
0,0.2222222222222222,0.49140049140049136,0.052980132450331174,0.8
0,0.7777777777777778,0.5393258426966292,0.012788409944553658,0.5
0,0.0,0.5069124423963134,0.025421918393505605,0.36363636363636365
0,0.6,0.44257112750263433,0.07298756160525699,0.5714285714285714
1,1.8333333333333333,0.4704652378463147,0.17481358740679376,0.3333333333333333
1,2.8,0.5466012613875263,0.11639845986770658,0.3076923076923077
0,0.38461538461538464,0.37628278221208666,0.12513255567338277,1.0909090909090908
4,1.8333333333333333,0.39113428943937417,0.050664534825622054,0.3333333333333333
0,0.3,0.4659498207885305,0.1468126207340631,0.6923076923076923
0,0.8571428571428571,0.391943385955362,0.021919204791640112,0.5
0,0.8333333333333334,0.6208425720620843,0.021110601193207845,0.35714285714285715
1,5.0,0.6027820710973725,0.0800611932687404,0.07692307692307693
0,0.5555555555555556,0.4008221993833505,0.03266843069407699,0.6153846153846154
0,3.75,0.47511312217194573,0.03029286832103728,0.21428571428571427
0,1.0,0.4830917874396135,0.06370852839405661,0.5333333333333333
0,1.0,0.5026656511805027,0.14527027027027017,0.6363636363636364
0,0.4,0.5546218487394958,0.2097433990330978,0.36363636363636365
1,1.4,0.42857142857142855,0.027971433429688775,0.6
0,0.375,0.5100463678516228,0.019582245430809442,0.6363636363636364
0,0.2857142857142857,0.5869565217391304,0.2015737097894006,0.6666666666666666
1,1.5,0.4175194433074089,0.08616187989556134,0.5294117647058824
1,1.375,0.41325871717606544,0.030608199191182295,0.4375
1,1.6,0.5145797598627787,0.19187358916478559,0.26666666666666666
1,0.6666666666666666,0.4032860343539955,0.04848977380468644,0.8888888888888888
0,0.6666666666666666,0.24057738572574175,0.41081330868761556,0.4
1,1.9166666666666667,0.5070422535211268,0.05491099809281619,0.7333333333333333
0,1.2,0.49751243781094523,0.12802219579865237,0.4
1,3.142857142857143,0.4463336875664187,0.03624131944444442,0.42857142857142855
0,0.2857142857142857,0.44928522804628995,0.07014839082674884,0.5454545454545454
1,2.142857142857143,0.47182175622542594,0.33909957862053675,0.5
1,3.5,0.5204081632653061,0.13592099849129058,0.4117647058823529
1,0.125,0.3609022556390977,0.5380092398152037,0.875
4,0.5,0.5221518987341772,0.05417174708238981,0.6363636363636364
0,0.6666666666666666,0.5031446540880503,0.0394292727830623,0.4166666666666667
1,1.2,0.4250681198910082,0.052807486631015976,0.6923076923076923
1,2.125,0.41039671682626544,0.0027842907385697835,0.4666666666666667
0,0.4,0.6764374295377678,0.09879982854693525,0.4
1,0.7692307692307693,0.43357420789327406,0.051819864281307804,0.9230769230769231
0,0.5,0.4038137969713965,0.23076923076923073,0.5833333333333334
1,1.1666666666666667,0.5303030303030303,0.09446665264043763,0.35714285714285715
0,0.8571428571428571,0.44967880085653106,0.04674046740467408,0.42857142857142855
0,2.4285714285714284,0.4904632152588556,0.08400594732370437,0.4
0,2.6666666666666665,0.5,0.1459528362014022,0.16666666666666666
0,2.5,0.5048543689320388,0.07225044055146679,0.38461538461538464
1,2.090909090909091,0.5131337813072694,0.002302379125095899,0.7142857142857143
0,0.7142857142857143,0.4871447902571042,0.03357165060615486,0.5
0,1.6,0.4323211528564076,0.05440414507772018,0.6428571428571429
0,1.0,0.47016274864376134,0.0013039355144618403,0.38461538461538464
1,3.0,0.6320224719101123,0.12171396414502778,0.2
1,3.0,0.396694214876033,0.0794343741102781,0.375
1,1.2222222222222223,0.4028436018957346,0.03708475200147232,0.47058823529411764
4,1.25,0.41666666666666663,0.07675347939920074,0.25
0,1.1428571428571428,0.4761904761904762,0.04568680492936583,0.9285714285714286
0,0.3333333333333333,0.4480955937266617,0.08868637474994445,0.5
1,1.0,0.3502469690166143,0.07234603139751894,0.8461538461538461
